scientific_name,estimate,family,habitat,max_size_cm,ventilation_method,reproductive_mode,median_depth,ac,order,source,genus,species
Carcharhinus leucas,0,Carcharhinidae,pelagic,366,ram,matrotrophic viviparity,82.5,6.6321,Carcharhiniformes,Gilman et al (2022),Carcharhinus,leucas
Carcharhinus leucas,0,Carcharhinidae,pelagic,366,ram,matrotrophic viviparity,82.5,6.6321,Carcharhiniformes,Gilman et al (2022),Carcharhinus,leucas
Carcharhinus leucas,0,Carcharhinidae,pelagic,366,ram,matrotrophic viviparity,82.5,6.6321,Carcharhiniformes,Gilman et al (2022),Carcharhinus,leucas
Carcharhinus leucas,0.333333333,Carcharhinidae,pelagic,366,ram,matrotrophic viviparity,82.5,6.6321,Carcharhiniformes,Gilman et al (2022),Carcharhinus,leucas
Carcharhinus leucas,0,Carcharhinidae,pelagic,366,ram,matrotrophic viviparity,82.5,6.6321,Carcharhiniformes,Gilman et al (2022),Carcharhinus,leucas
Carcharhinus leucas,1,Carcharhinidae,pelagic,366,ram,matrotrophic viviparity,82.5,6.6321,Carcharhiniformes,Gilman et al (2022),Carcharhinus,leucas
Carcharhinus leucas,0.181818182,Carcharhinidae,pelagic,366,ram,matrotrophic viviparity,82.5,6.6321,Carcharhiniformes,Gilman et al (2022),Carcharhinus,leucas
Carcharhinus leucas,0,Carcharhinidae,pelagic,366,ram,matrotrophic viviparity,82.5,6.6321,Carcharhiniformes,Gilman et al (2022),Carcharhinus,leucas
Alopias vulpinus,0.375,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Alopias vulpinus,0.303030303,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Alopias vulpinus,0.247572816,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Alopias vulpinus,0.5,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Alopias vulpinus,1,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Alopias vulpinus,0.636363636,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Alopias vulpinus,0,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Alopias vulpinus,0.666666667,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Alopias vulpinus,0.346153846,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Alopias vulpinus,0.107142857,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Alopias vulpinus,0.125,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Alopias vulpinus,0.333333333,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Alopias vulpinus,0.416666667,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Alopias vulpinus,0.25,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Alopias vulpinus,0.375,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Isistius brasiliensis,1,Dalatiidae,pelagic,42,ram,lecithotrophic viviparity,1850,15.604,Squaliformes,Gilman et al (2022),Isistius,brasiliensis
Pseudocarcharias kamoharai,1,Pseudocarchariidae,pelagic,122,ram,matrotrophic viviparity,295,5.2458,Lamniformes,Gilman et al (2022),Pseudocarcharias,kamoharai
Pseudocarcharias kamoharai,0,Pseudocarchariidae,pelagic,122,ram,matrotrophic viviparity,295,5.2458,Lamniformes,Gilman et al (2022),Pseudocarcharias,kamoharai
Carcharhinus obscurus,0.327683616,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0.358490566,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0.285714286,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0.26993865,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0.169811321,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0.315789474,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0.443514644,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0.25862069,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0.054945055,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0.35,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0.594086022,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0.302325581,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0.303225806,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0.5,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus obscurus,0.526315789,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
Carcharhinus isodon,0,Carcharhinidae,demersal,200,ram,matrotrophic viviparity,10,16.403,Carcharhiniformes,Gilman et al (2022),Carcharhinus,isodon
Sphyrna mokarran,0.598484848,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,Gilman et al (2022),Sphyrna,mokarran
Sphyrna mokarran,0.461538462,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,Gilman et al (2022),Sphyrna,mokarran
Sphyrna mokarran,1,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,Gilman et al (2022),Sphyrna,mokarran
Sphyrna mokarran,1,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,Gilman et al (2022),Sphyrna,mokarran
Sphyrna mokarran,0.588235294,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,Gilman et al (2022),Sphyrna,mokarran
Sphyrna mokarran,0.659574468,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,Gilman et al (2022),Sphyrna,mokarran
Sphyrna mokarran,0.333333333,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,Gilman et al (2022),Sphyrna,mokarran
Sphyrna mokarran,0.307692308,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,Gilman et al (2022),Sphyrna,mokarran
Sphyrna mokarran,0.666666667,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,Gilman et al (2022),Sphyrna,mokarran
Sphyrna mokarran,0.8,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,Gilman et al (2022),Sphyrna,mokarran
Carcharodon carcharias,0,Lamnidae,pelagic,594.4,ram,matrotrophic viviparity,600,7.7326,Lamniformes,Gilman et al (2022),Carcharodon,carcharias
Centrophorus granulosus,0,Centrophoridae,demersal,176,stationary,lecithotrophic viviparity,775,9.3579,,Gilman et al (2022),Centrophorus,granulosus
Negaprion brevirostris,0,Carcharhinidae,pelagic,368,ram,matrotrophic viviparity,60,7.4039,Carcharhiniformes,Gilman et al (2022),Negaprion,brevirostris
Isurus paucus,0.487179487,Lamnidae,pelagic,427,ram,matrotrophic viviparity,876,10.319,Lamniformes,Gilman et al (2022),Isurus,paucus
Isurus paucus,0.545454545,Lamnidae,pelagic,427,ram,matrotrophic viviparity,876,10.319,Lamniformes,Gilman et al (2022),Isurus,paucus
Isurus paucus,0.4,Lamnidae,pelagic,427,ram,matrotrophic viviparity,876,10.319,Lamniformes,Gilman et al (2022),Isurus,paucus
Isurus paucus,1,Lamnidae,pelagic,427,ram,matrotrophic viviparity,876,10.319,Lamniformes,Gilman et al (2022),Isurus,paucus
Isurus paucus,1,Lamnidae,pelagic,427,ram,matrotrophic viviparity,876,10.319,Lamniformes,Gilman et al (2022),Isurus,paucus
Isurus paucus,0.578313253,Lamnidae,pelagic,427,ram,matrotrophic viviparity,876,10.319,Lamniformes,Gilman et al (2022),Isurus,paucus
Isurus paucus,0.454545455,Lamnidae,pelagic,427,ram,matrotrophic viviparity,876,10.319,Lamniformes,Gilman et al (2022),Isurus,paucus
Isurus paucus,0.285714286,Lamnidae,pelagic,427,ram,matrotrophic viviparity,876,10.319,Lamniformes,Gilman et al (2022),Isurus,paucus
Isurus paucus,0.578947368,Lamnidae,pelagic,427,ram,matrotrophic viviparity,876,10.319,Lamniformes,Gilman et al (2022),Isurus,paucus
Isurus paucus,0,Lamnidae,pelagic,427,ram,matrotrophic viviparity,876,10.319,Lamniformes,Gilman et al (2022),Isurus,paucus
Isurus paucus,0.4,Lamnidae,pelagic,427,ram,matrotrophic viviparity,876,10.319,Lamniformes,Gilman et al (2022),Isurus,paucus
Carcharhinus signatus,0.691148776,Carcharhinidae,pelagic,280,ram,matrotrophic viviparity,300,10.667,Carcharhiniformes,Gilman et al (2022),Carcharhinus,signatus
Carcharhinus signatus,0.736220472,Carcharhinidae,pelagic,280,ram,matrotrophic viviparity,300,10.667,Carcharhiniformes,Gilman et al (2022),Carcharhinus,signatus
Carcharhinus signatus,0.461538462,Carcharhinidae,pelagic,280,ram,matrotrophic viviparity,300,10.667,Carcharhiniformes,Gilman et al (2022),Carcharhinus,signatus
Carcharhinus signatus,0.5,Carcharhinidae,pelagic,280,ram,matrotrophic viviparity,300,10.667,Carcharhiniformes,Gilman et al (2022),Carcharhinus,signatus
Carcharhinus signatus,0.556338028,Carcharhinidae,pelagic,280,ram,matrotrophic viviparity,300,10.667,Carcharhiniformes,Gilman et al (2022),Carcharhinus,signatus
Carcharhinus signatus,0.821691176,Carcharhinidae,pelagic,280,ram,matrotrophic viviparity,300,10.667,Carcharhiniformes,Gilman et al (2022),Carcharhinus,signatus
Carcharhinus signatus,0.6,Carcharhinidae,pelagic,280,ram,matrotrophic viviparity,300,10.667,Carcharhiniformes,Gilman et al (2022),Carcharhinus,signatus
Carcharhinus signatus,0.629213483,Carcharhinidae,pelagic,280,ram,matrotrophic viviparity,300,10.667,Carcharhiniformes,Gilman et al (2022),Carcharhinus,signatus
Carcharhinus signatus,0.790076336,Carcharhinidae,pelagic,280,ram,matrotrophic viviparity,300,10.667,Carcharhiniformes,Gilman et al (2022),Carcharhinus,signatus
Carcharhinus signatus,1,Carcharhinidae,pelagic,280,ram,matrotrophic viviparity,300,10.667,Carcharhiniformes,Gilman et al (2022),Carcharhinus,signatus
Carcharhinus signatus,0.336134454,Carcharhinidae,pelagic,280,ram,matrotrophic viviparity,300,10.667,Carcharhiniformes,Gilman et al (2022),Carcharhinus,signatus
Carcharhinus signatus,0.5,Carcharhinidae,pelagic,280,ram,matrotrophic viviparity,300,10.667,Carcharhiniformes,Gilman et al (2022),Carcharhinus,signatus
Carcharhinus signatus,0.756756757,Carcharhinidae,pelagic,280,ram,matrotrophic viviparity,300,10.667,Carcharhiniformes,Gilman et al (2022),Carcharhinus,signatus
Ginglymostoma cirratum,0,Ginglymostomatidae,pelagic,308,stationary,lecithotrophic viviparity,65,3.1785,Orectolobiformes,Gilman et al (2022),Ginglymostoma,cirratum
Ginglymostoma cirratum,0,Ginglymostomatidae,pelagic,308,ram,lecithotrophic viviparity,65,3.1785,Orectolobiformes,Gilman et al (2022),Ginglymostoma,cirratum
Ginglymostoma cirratum,0,Ginglymostomatidae,pelagic,308,stationary,lecithotrophic oviparity,65,3.1785,,Gilman et al (2022),Ginglymostoma,cirratum
Ginglymostoma cirratum,0,Ginglymostomatidae,pelagic,308,stationary,lecithotrophic viviparity,65,3.1785,Orectolobiformes,Gilman et al (2022),Ginglymostoma,cirratum
Ginglymostoma cirratum,0,Ginglymostomatidae,pelagic,308,ram,lecithotrophic viviparity,65,3.1785,Orectolobiformes,Gilman et al (2022),Ginglymostoma,cirratum
Ginglymostoma cirratum,0,Ginglymostomatidae,pelagic,308,stationary,lecithotrophic oviparity,65,3.1785,,Gilman et al (2022),Ginglymostoma,cirratum
Ginglymostoma cirratum,0,Ginglymostomatidae,pelagic,308,stationary,lecithotrophic viviparity,65,3.1785,Orectolobiformes,Gilman et al (2022),Ginglymostoma,cirratum
Ginglymostoma cirratum,0,Ginglymostomatidae,pelagic,308,ram,lecithotrophic viviparity,65,3.1785,Orectolobiformes,Gilman et al (2022),Ginglymostoma,cirratum
Ginglymostoma cirratum,0,Ginglymostomatidae,pelagic,308,stationary,lecithotrophic oviparity,65,3.1785,,Gilman et al (2022),Ginglymostoma,cirratum
Carcharhinus longimanus,0,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Carcharhinus longimanus,0.194117647,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Carcharhinus longimanus,0.102564103,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Carcharhinus longimanus,0,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Carcharhinus longimanus,0,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Carcharhinus longimanus,0.231182796,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Carcharhinus longimanus,0.289855072,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Carcharhinus longimanus,0.230769231,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Carcharhinus longimanus,1,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Carcharhinus longimanus,0,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Carcharhinus longimanus,0.23880597,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Carcharhinus longimanus,0.375,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Carcharhinus longimanus,0,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Carcharhinus longimanus,0.4,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Lamna nasus,0.248407643,Lamnidae,pelagic,365,ram,matrotrophic viviparity,904.5,6.2338,Lamniformes,Gilman et al (2022),Lamna,nasus
Lamna nasus,0.388387097,Lamnidae,pelagic,365,ram,matrotrophic viviparity,904.5,6.2338,Lamniformes,Gilman et al (2022),Lamna,nasus
Lamna nasus,0.25,Lamnidae,pelagic,365,ram,matrotrophic viviparity,904.5,6.2338,Lamniformes,Gilman et al (2022),Lamna,nasus
Lamna nasus,0.5,Lamnidae,pelagic,365,ram,matrotrophic viviparity,904.5,6.2338,Lamniformes,Gilman et al (2022),Lamna,nasus
Lamna nasus,0.461538462,Lamnidae,pelagic,365,ram,matrotrophic viviparity,904.5,6.2338,Lamniformes,Gilman et al (2022),Lamna,nasus
Lamna nasus,0.230769231,Lamnidae,pelagic,365,ram,matrotrophic viviparity,904.5,6.2338,Lamniformes,Gilman et al (2022),Lamna,nasus
Lamna nasus,0.75,Lamnidae,pelagic,365,ram,matrotrophic viviparity,904.5,6.2338,Lamniformes,Gilman et al (2022),Lamna,nasus
Lamna nasus,1,Lamnidae,pelagic,365,ram,matrotrophic viviparity,904.5,6.2338,Lamniformes,Gilman et al (2022),Lamna,nasus
Lamna nasus,0.2,Lamnidae,pelagic,365,ram,matrotrophic viviparity,904.5,6.2338,Lamniformes,Gilman et al (2022),Lamna,nasus
Carcharias taurus,0,Odontaspididae,pelagic,325,ram,matrotrophic viviparity,116,9.0956,Lamniformes,Gilman et al (2022),Carcharias,taurus
Carcharias taurus,0,Odontaspididae,pelagic,325,ram,matrotrophic viviparity,116,9.0956,Lamniformes,Gilman et al (2022),Carcharias,taurus
Carcharhinus plumbeus,0.302040816,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Carcharhinus plumbeus,0.526315789,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Carcharhinus plumbeus,0.41509434,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Carcharhinus plumbeus,1,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Carcharhinus plumbeus,0.183431953,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Carcharhinus plumbeus,0.5,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Carcharhinus plumbeus,0.350649351,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Carcharhinus plumbeus,0.321428571,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Carcharhinus plumbeus,0,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Carcharhinus plumbeus,0.341463415,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Carcharhinus plumbeus,0.1875,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Carcharhinus plumbeus,0.271428571,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Carcharhinus plumbeus,0.032679739,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Carcharhinus plumbeus,0.064220183,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Carcharhinus plumbeus,0.176470588,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Sphyrna lewini,0.527659574,Sphyrnidae,pelagic,430,ram,matrotrophic viviparity,521.5,14.608,Carcharhiniformes,Gilman et al (2022),Sphyrna,lewini
Sphyrna lewini,0.536082474,Sphyrnidae,pelagic,430,ram,matrotrophic viviparity,521.5,14.608,Carcharhiniformes,Gilman et al (2022),Sphyrna,lewini
Sphyrna lewini,0.195121951,Sphyrnidae,pelagic,430,ram,matrotrophic viviparity,521.5,14.608,Carcharhiniformes,Gilman et al (2022),Sphyrna,lewini
Sphyrna lewini,0.657894737,Sphyrnidae,pelagic,430,ram,matrotrophic viviparity,521.5,14.608,Carcharhiniformes,Gilman et al (2022),Sphyrna,lewini
Sphyrna lewini,1,Sphyrnidae,pelagic,430,ram,matrotrophic viviparity,521.5,14.608,Carcharhiniformes,Gilman et al (2022),Sphyrna,lewini
Sphyrna lewini,0.396067416,Sphyrnidae,pelagic,430,ram,matrotrophic viviparity,521.5,14.608,Carcharhiniformes,Gilman et al (2022),Sphyrna,lewini
