family,hook,leader,location,flagstate,source,group,sample_size,estimate,scientific_name,gear_class,max_size_cm,median_depth,reproductive_mode,ventilation_method,estimate_type,redlist_category,genus,ac,habitat
Hexanchidae,,,,,Brooks et al 2015,Sharks,14,0.071,Hexanchus nakamurai,longline,177.8,351,matrotrophic viviparity,ram,at-vessel mortality,,Hexanchus,10.609,demersal
Centrophoridae,,,,,Brooks et al 2015,Sharks,51,0.294,Centrophorus sp,longline,,,lecithotrophic viviparity,stationary,at-vessel mortality,,Centrophorus,10.49903846153846,demersal
Somniosidae,,,,,Brooks et al 2015,Sharks,5,0.8,Centroscymnus owstonii,longline,120,804.5,lecithotrophic viviparity,stationary,at-vessel mortality,,Centroscymnus,5.3314,demersal
Squalidae,,,,,Brooks et al 2015,Sharks,55,0.091,Squalus cubensis,longline,110,370.5,lecithotrophic viviparity,stationary,at-vessel mortality,,Squalus,7.737926666666667,demersal
Scyliorhinidae,,,,,Brooks et al 2015,Sharks,3,0.667,Galeus springeri,longline,53,640.5,lecithotrophic oviparity,stationary,at-vessel mortality,,Galeus,6.9078333333333335,pelagic
Triakidae,,,,,Brooks et al 2015,Sharks,1,0,Pseudotriakis microdon,longline,296,1265,lecithotrophic viviparity,ram,at-vessel mortality,,Pseudotriakis,5.5776,pelagic
Triakidae,,,,,Brooks et al 2015,Sharks,7,0,Mustelus canis,longline,155,404,lecithotrophic viviparity,ram,at-vessel mortality,,Mustelus,8.0434,demersal
Orectolobidae,,,,,Butcher et al 2015,Sharks,3,0,Orectolobus halei,longline,256,97.5,lecithotrophic oviparity,stationary,at-vessel mortality,,Orectolobus,5.5714,demersal
Orectolobidae,,,,,Butcher et al 2015,Sharks,10,0,Orectolobus maculatus,longline,170,124,lecithotrophic oviparity,stationary,at-vessel mortality,,Orectolobus,6.4555,pelagic
Orectolobidae,,,,,Butcher et al 2015,Sharks,5,0,Orectolobus ornatus,longline,110,52.5,lecithotrophic oviparity,stationary,at-vessel mortality,,Orectolobus,5.6825,pelagic
Lamnidae,,,,,Butcher et al 2015,Sharks,12,0,Carcharias taurus,longline,325,116,matrotrophic viviparity,ram,at-vessel mortality,,Carcharias,9.0956,pelagic
Triakidae,,,,,Butcher et al 2015,Sharks,22,0.225,Mustelus antarcticus,longline,185.2,175.5,lecithotrophic viviparity,ram,at-vessel mortality,,Mustelus,16.442,demersal
Carcharhinidae,,,,,Butcher et al 2015,Sharks,6,0.667,Carcharhinus brachyurus,longline,322,73,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.2708,pelagic
Carcharhinidae,,,,,Butcher et al 2015,Sharks,50,0.956,Carcharhinus brevipinna,longline,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,pelagic
Carcharhinidae,,,,,Butcher et al 2015,Sharks,1,0,Carcharhinus leucas,longline,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,pelagic
Carcharhinidae,,,,,Butcher et al 2015,Sharks,113,0.907,Carcharhinus limbatus,longline,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,pelagic
Carcharhinidae,,,,,Butcher et al 2015,Sharks,74,0.664,Carcharhinus obscurus,longline,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,pelagic
Carcharhinidae,,,,,Butcher et al 2015,Sharks,160,0.528,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,,,,,Butcher et al 2015,Sharks,123,0.054,Galeocerdo cuvier,longline,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,pelagic
Sphyrnidae,,,,,Butcher et al 2015,Sharks,52,0.888,Sphyrna lewini,longline,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,pelagic
Sphyrnidae,,,,,Butcher et al 2015,Sharks,2,1,Sphyrna zygaena,longline,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,pelagic
Sphyrnidae,,,,,Butcher et al 2015,Sharks,11,1,Sphyrna mokarran,longline,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,pelagic
Rhinidae,,,,,Butcher et al 2015,Batoids,8,0.125,Rhynchobatus australiae,longline,300,30,lecithotrophic viviparity,stationary,at-vessel mortality,,Rhynchobatus,113.03,demersal
Rhinobatidae,,,,,Butcher et al 2015,Batoids,2,0,Aptychotrema rostrata,longline,120,110,lecithotrophic viviparity,stationary,at-vessel mortality,,Aptychotrema,5.9094,demersal
Dasyatidae,,,,,Butcher et al 2015,Batoids,18,0,Bathytoshia brevicaudata,longline,210,242.5,matrotrophic viviparity,stationary,at-vessel mortality,,Bathytoshia,10.153,demersal
Ginglymostomatidae,,,,,Gulak et al 2015,Sharks,311,0.003,Ginglymostoma cirratum,longline,308,65,lecithotrophic viviparity,ram,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Lamnidae,,,,,Gulak et al 2015,Sharks,13,0,Carcharias taurus,longline,325,116,matrotrophic viviparity,ram,at-vessel mortality,,Carcharias,9.0956,pelagic
Carcharhinidae,,,,,Gulak et al 2015,Sharks,110,0.664,Carcharhinus acronotus,longline,164,51.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,8.3419,pelagic
Carcharhinidae,,,,,Gulak et al 2015,Sharks,32,0.813,Carcharhinus brevipinna,longline,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,pelagic
Carcharhinidae,,,,,Gulak et al 2015,Sharks,35,0.571,Carcharhinus falciformis,longline,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,pelagic
Carcharhinidae,,,,,Gulak et al 2015,Sharks,122,0.025,Carcharhinus leucas,longline,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,pelagic
Carcharhinidae,,,,,Gulak et al 2015,Sharks,902,0.708,Carcharhinus limbatus,longline,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,pelagic
Carcharhinidae,,,,,Gulak et al 2015,Sharks,104,0.702,Carcharhinus obscurus,longline,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,pelagic
Carcharhinidae,,,,,Gulak et al 2015,Sharks,933,0.169,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,,,,,Gulak et al 2015,Sharks,270,0.089,Galeocerdo cuvier,longline,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,pelagic
Carcharhinidae,,,,,Gulak et al 2015,Sharks,24,0.042,Negaprion brevirostris,longline,368,60,matrotrophic viviparity,ram,at-vessel mortality,,Negaprion,7.4039,pelagic
Carcharhinidae,,,,,Gulak et al 2015,Sharks,902,0.894,Rhizoprionodon terraenovae,longline,113,140,matrotrophic viviparity,ram,at-vessel mortality,,Rhizoprionodon,6.7403,demersal
Sphyrnidae,,,,,Gulak et al 2015,Sharks,175,0.629,Sphyrna lewini,longline,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,pelagic
Sphyrnidae,,,,,Gulak et al 2015,Sharks,75,0.56,Sphyrna mokarran,longline,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,pelagic
Rhincodontidae,,,,,Capietto et al 2014,Sharks,38,0.026,Rhincodon typus,purse seine,1700,964,lecithotrophic viviparity,ram,at-vessel mortality,,Rhincodon,7.7945,pelagic
Rhincodontidae,,,,,Capietto et al 2014,Sharks,107,0.009,Rhincodon typus,purse seine,1700,964,lecithotrophic viviparity,ram,at-vessel mortality,,Rhincodon,7.7945,pelagic
Sphyrnidae,,,,,Morgan et al. 2009,Sharks,393,0.958,Sphyrna mokarran,longline,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,pelagic
Sphyrnidae,,,,,Morgan et al. 2009,Sharks,832,0.92,Sphyrna lewini,longline,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,pelagic
Carcharhinidae,,,,,Morgan et al. 2009,Sharks,486,0.885,Carcharhinus falciformis,longline,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,pelagic
Carcharhinidae,,,,,Morgan et al. 2009,Sharks,5026,0.861,Carcharhinus limbatus,longline,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,pelagic
Carcharhinidae,,,,,Morgan et al. 2009,Sharks,1651,0.75,Carcharhinus obscurus,longline,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,pelagic
Carcharhinidae,,,,,Morgan et al. 2009,Sharks,2367,0.7,Carcharhinus acronotus,longline,164,51.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,8.3419,pelagic
Carcharhinidae,,,,,Morgan et al. 2009,Sharks,14860,0.6,Rhizoprionodon terraenovae,longline,113,140,matrotrophic viviparity,ram,at-vessel mortality,,Rhizoprionodon,6.7403,demersal
Carcharhinidae,,,,,Morgan et al. 2009,Sharks,19788,0.334,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,,,,,Morgan et al. 2009,Sharks,679,0.301,Carcharhinus leucas,longline,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,pelagic
Carcharhinidae,,,,,Morgan et al. 2009,Sharks,374,0.079,Negaprion brevirostris,longline,368,60,matrotrophic viviparity,ram,at-vessel mortality,,Negaprion,7.4039,pelagic
Carcharhinidae,,,,,Morgan et al. 2009,Sharks,5607,0.067,Galeocerdo cuvier,longline,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,pelagic
Ginglymostomatidae,,,,,Morgan et al. 2009,Sharks,1155,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic viviparity,ram,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Carcharhinidae,,,,,Macbeth et al. 2009,Sharks,569,0.35,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,,,,,Macbeth et al. 2009,Sharks,249,0.8,Carcharhinus obscurus,longline,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,pelagic
Carcharhinidae,,,,,Macbeth et al. 2009,Sharks,174,0.95,Carcharhinus brevipinna,longline,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,pelagic
Carcharhinidae,,,,,Macbeth et al. 2009,Sharks,104,0.75,Carcharhinus limbatus,longline,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,pelagic
Carcharhinidae,,,,,Macbeth et al. 2009,Sharks,97,0,Galeocerdo cuvier,longline,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,pelagic
Sphyrnidae,,,,,Macbeth et al. 2009,Sharks,71,1,Sphyrna zygaena,longline,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,pelagic
Sphyrnidae,,,,,Macbeth et al. 2009,Sharks,53,0.8,Sphyrna lewini,longline,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,pelagic
Carcharhinidae,,,,,Macbeth et al. 2009,Sharks,23,0.7,Carcharhinus brachyurus,longline,322,73,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.2708,pelagic
Alopiidae,,,,,Mucientes et al 2022,Sharks,137,0.416,Alopias superciliosus,longline,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,pelagic
Carcharhinidae,,,,,Mucientes et al 2022,Sharks,416,0.435,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,,,,,Mucientes et al 2022,Sharks,90,0.411,Carcharhinus falciformis,longline,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,pelagic
Sphyrnidae,,,,,Mucientes et al 2022,Sharks,84,0.69,Sphyrna zygaena,longline,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,pelagic
Lamnidae,,,,,Mucientes et al 2022,Sharks,100,0.22,Isurus oxyrinchus,longline,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,pelagic
Lamnidae,,,,,Mucientes et al 2022,Sharks,104,0.163,Isurus paucus,longline,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,pelagic
Lamnidae,,,,,Anderson et al 2021,Sharks,13,1,Lamna nasus,handline,365,904.5,matrotrophic viviparity,ram,post-release survival,,Lamna,6.2338,pelagic
Carcharhinidae,,,,,Braccini & Walrick 2019,Sharks,23,0,Negaprion acutidens,longline,310,45,matrotrophic viviparity,ram,at-vessel mortality,,Negaprion,4.7028,pelagic
Carcharhinidae,,,,,Braccini & Walrick 2019,Sharks,23,0,Carcharhinus amboinensis,longline,280,50,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.93988444846293,pelagic
Rhinidae,,,,,Braccini & Walrick 2019,Batoids,15,0,Rhynchobatus australiae,longline,300,30,lecithotrophic viviparity,stationary,at-vessel mortality,,Rhynchobatus,113.03,demersal
Stegostomatidae,,,,,Braccini & Walrick 2019,Sharks,8,0,Stegostoma tigrinum,longline,250,45,lecithotrophic viviparity,stationary,at-vessel mortality,,Stegostoma,22.777,pelagic
Orectolobidae,,,,,Braccini & Walrick 2019,Sharks,2,0,Orectolobus ornatus,longline,110,52.5,lecithotrophic viviparity,stationary,at-vessel mortality,,Orectolobus,5.6825,pelagic
Carcharhinidae,,,,,Braccini & Walrick 2019,Sharks,1,0,Carcharhinus leucas,longline,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,pelagic
Squalidae,,,,,Braccini & Walrick 2019,Sharks,1,0,Squalus sp,longline,,,lecithotrophic viviparity,stationary,at-vessel mortality,,Squalus,7.737926666666667,
Ginglymostomatidae,,,,,Braccini & Walrick 2019,Sharks,1,0,Nebrius ferrugineus,longline,320,35,lecithotrophic viviparity,stationary,at-vessel mortality,,Nebrius,47.669,pelagic
Orectolobidae,,,,,Braccini & Walrick 2019,Sharks,1,0,Orectolobus sp,longline,,,lecithotrophic viviparity,stationary,at-vessel mortality,,Orectolobus,5.913222222222222,
Carcharhinidae,,,,,Braccini & Walrick 2019,Sharks,115,0.009,Galeocerdo cuvier,longline,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,pelagic
Carcharhinidae,,,,,Braccini & Walrick 2019,Sharks,76,0.013,Carcharhinus obscurus,longline,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,pelagic
Carcharhinidae,,,,,Braccini & Walrick 2019,Sharks,863,0.05,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Sphyrnidae,,,,,Braccini & Walrick 2019,Sharks,13,0.308,Sphyrna mokarran,longline,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,pelagic
Triakidae,,,,,Braccini & Walrick 2019,Sharks,16,0.375,Mustelus antarcticus,longline,185.2,178,lecithotrophic viviparity,ram,at-vessel mortality,,Mustelus,16.442,demersal
Carcharhinidae,,,,,Braccini & Walrick 2019,Sharks,13,0.385,Carcharhinus albimarginatus,longline,300,400,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,3.5185,pelagic
Carcharhinidae,,,,,Braccini & Walrick 2019,Sharks,2,0.5,Carcharhinus amblyrhynchos,longline,265,137.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.8746,pelagic
Carcharhinidae,,,,,Braccini & Walrick 2019,Sharks,19,0.526,Carcharhinus limbatus/tilstoni,longline,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.93988444846293,pelagic
Sphyrnidae,,,,,Braccini & Walrick 2019,Sharks,28,0.714,Sphyrna lewini,longline,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,pelagic
Carcharhinidae,,,,,Braccini & Walrick 2019,Sharks,15,0.8,Loxodon macrorhinus,longline,99,63.5,lecithotrophic viviparity,ram,at-vessel mortality,,Loxodon,11.559,demersal
Carcharhinidae,,,,,Braccini & Walrick 2019,Sharks,114,0.851,Carcharhinus sorrah,longline,166,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,5.01,pelagic
Carcharhinidae,,,,,Braccini & Walrick 2019,Sharks,98,0.867,Rhizoprionodon acutus,longline,178,100.5,matrotrophic viviparity,ram,at-vessel mortality,,Rhizoprionodon,6.0408,demersal
Carcharhinidae,,,,,Braccini & Walrick 2019,Sharks,16,0.938,Carcharhinus brevipinna,longline,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,pelagic
Carcharhinidae,,,,,Braccini & Walrick 2019,Sharks,1,1,Carcharhinus dussumieri,longline,100.7,50,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.6066,pelagic
Carcharhinidae,,,,,Binstock et al 2023,Sharks,11,0.455,Carcharhinus limbatus,handline,286,70,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,7.7253,pelagic
Carcharhinidae,,,,,Binstock et al 2023,Sharks,14,0,Carcharhinus leucas,handline,366,82.5,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,6.6321,pelagic
Carcharhinidae,,,,,Binstock et al 2023,Sharks,6,0,Galeocerdo cuvier,handline,740,556,matrotrophic viviparity,ram,post-release mortality,,Galeocerdo,12.342,pelagic
Carcharhinidae,,,,,Knotek et al 2022,Sharks,63,0.301,Carcharhinus acronotus,pole and line,164,51.5,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,8.3419,pelagic
Rajidae,,,,,Mandelman et al 2013,Batoids,251,0.143,Leucoraja erinacea,trawl,62,462,lecithotrophic oviparity,stationary,post-release mortality,,Leucoraja,7.6934,demersal
Rajidae,,,,,Mandelman et al 2013,Batoids,58,0.586,Malacoraja senta,trawl,71,730.5,lecithotrophic oviparity,stationary,post-release mortality,,Malacoraja,6.5338,demersal
Rajidae,,,,,Mandelman et al 2013,Batoids,407,0.196,Amblyraja radiata,trawl,111,773,lecithotrophic oviparity,stationary,post-release mortality,,Amblyraja,7.7366,demersal
Rajidae,,,,,Mandelman et al 2013,Batoids,572,0.077,Leucoraja ocellata,trawl,113,363.5,lecithotrophic oviparity,stationary,post-release mortality,,Leucoraja,6.64,demersal
Rajidae,,,,,Alonso-Fernandez et al (2022),Batoids,2,1,Raja undulata,longline,114,102,lecithotrophic oviparity,stationary,post-release survival,,Raja,6.522564285714286,demersal
Rajidae,,,,,Alonso-Fernandez et al (2022),Batoids,3,1,Raja brachyura,longline,120,455,lecithotrophic oviparity,stationary,post-release survival,,Raja,5.4117,demersal
Rajidae,,,,,Alonso-Fernandez et al (2022),Batoids,14,0.667,Raja clavata,longline,130,513,lecithotrophic oviparity,stationary,post-release survival,,Raja,6.522564285714286,demersal
Scyliorhinidae,,,,,Alonso-Fernandez et al (2022),Sharks,18,0.926,Scyliorhinus canicula,longline,100,400.5,lecithotrophic oviparity,stationary,post-release survival,,Scyliorhinus,6.7455,demersal
Rajidae,,,,,Benoit et al (2010),Batoids,49,0.04,Leucoraja ocellata,trawl,113,363.5,lecithotrophic oviparity,stationary,post-release survival,,Leucoraja,6.64,demersal
Urolophidae,,,,,Campbell et al (2018),Batoids,187,0.66,Trygonoptera testacea,trawl,52,67.5,lecithotrophic oviparity,stationary,post-release survival,,Trygonoptera,6.0268,demersal
Trygonorrhinidae,,,,,Campbell et al (2018),Batoids,155,0.39,Aptychotrema rostrata,trawl,120,110,lecithotrophic oviparity,stationary,post-release survival,,Aptychotrema,5.9094,demersal
Lamnidae,,,,,Domingo et al (2018),Sharks,34,0.25,Isurus oxyrinchus,longline,445,375,matrotrophic viviparity,ram,post-release mortality,,Isurus,13.922,pelagic
Carcharhinidae,,,,,Eddy et al (2016),Sharks,53,0.585,Carcharhinus falciformis,purse seine,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,pelagic
Lamnidae,,,,,Eddy et al (2016),Sharks,1,0,Isurus oxyrinchus,purse seine,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,pelagic
Sphyrnidae,,,,,Eddy et al (2016),Sharks,6,0,Sphyrna lewini,purse seine,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,pelagic
Carcharhinidae,,,,,Eddy et al (2016),Sharks,53,0.33,Carcharhinus falciformis,purse seine,350,250,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,10.089,pelagic
Lamnidae,,,,,Eddy et al (2016),Sharks,1,0,Isurus oxyrinchus,purse seine,445,375,matrotrophic viviparity,ram,post-release mortality,,Isurus,13.922,pelagic
Sphyrnidae,,,,,Eddy et al (2016),Sharks,6,0.5,Sphyrna lewini,purse seine,430,521.5,matrotrophic viviparity,ram,post-release mortality,,Sphyrna,14.608,pelagic
Lamnidae,,,,,Francis et al (2022),Sharks,60,0.05,Isurus oxyrinchus,longline,445,375,matrotrophic viviparity,ram,post-release survival,,Isurus,13.922,pelagic
Carcharhinidae,,,,,Francis et al (2022),Sharks,57,0.08,Carcharhinus falciformis,longline,350,250,matrotrophic viviparity,ram,post-release survival,,Carcharhinus,10.089,pelagic
Carcharhinidae,,,,,Grande et al (2022),Sharks,526,0.348,Carcharhinus falciformis,purse seine,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,pelagic
Carcharhinidae,,,,,Grande et al (2022),Sharks,60,0.23,Carcharhinus falciformis,purse seine,350,250,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,10.089,pelagic
Carcharhinidae,,,,,Hutchinson et al (2021),Sharks,69,0.333,Prionace glauca,longline,383.5,500,matrotrophic viviparity,ram,post-release mortality,,Prionace,8.6017,pelagic
Alopiidae,,,,,Hutchinson et al (2021),Sharks,43,0.162,Alopias superciliosus,longline,484,361.5,matrotrophic viviparity,ram,post-release mortality,,Alopias,11.023,pelagic
Lamnidae,,,,,Hutchinson et al (2021),Sharks,20,0.05,Isurus oxyrinchus,longline,445,375,matrotrophic viviparity,ram,post-release mortality,,Isurus,13.922,pelagic
Carcharhinidae,,,,,Hutchinson et al (2021),Sharks,30,0.03,Carcharhinus falciformis,longline,350,250,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,10.089,pelagic
