scientific_name,common_name.x,family,lifestage,gear_class,gear_type,fishery_type,target_fishery_species,target_fishery_common,flagstate,ocean,ocean_region,rfmo,location,habitat,estimate_type,estimate,sample_size,method,start_year,end_year,time_scale,ventilation_method,max_size_cm,measure,growth_rate_r,median_depth,geographic_range,reproductive_mode,median_temp,habitat_associated,reference,notes,reviewer,stock_code,spec_code,species_ref_no,fam_code,genus.x,species.x,f_bname.x,genus.y,species.y,f_bname.y,common_name.y
Alopias superciliosus,bigeye thresher shark,Alopiidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.5,1636,visual,2005,2009,annual,ram,484,total_length,,361.5,,oophagy,27,pelagic,Bromhead et al 2012,,LF,2730,2534,247,486,,,,Alopias,superciliosus,Bigeye thresher,bigeye thresher
Alopias vulpinus,common thresher shark,Alopiidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.529,87,visual,2005,2009,annual,ram,573.3,total_length,,325,,oophagy,26,pelagic,Bromhead et al 2012,,LF,2731,2535,247,486,,,,Alopias,vulpinus,Thresher,thresher
Isurus oxyrinchus,shortfin mako shark,Lamnidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.503,171,visual,2005,2009,annual,ram,445,total_length,,375,,oophagy,26,pelagic,Bromhead et al 2012,,LF,768,752,247,9,,,,Isurus,oxyrinchus,Shortfin mako,shortfin mako
Carcharhinus albimarginatus,silvertip shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.15,20,visual,2005,2009,annual,ram,300,total_length,,400,,placental viviparity,,reef-associated,Bromhead et al 2012,,LF,,,,,Carcharhinus,albimarginatus,Silvertip shark,Carcharhinus,albimarginatus,Silvertip shark,silvertip shark
Carcharhinus brachyurus,copper shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.056,19,visual,2005,2009,annual,ram,322,total_length,,73,,placental viviparity,26,reef-associated,Bromhead et al 2012,,LF,880,864,244,11,Carcharhinus,brachyurus,Copper shark,Carcharhinus,brachyurus,Copper shark,copper shark
Carcharhinus falciformis,silky shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.265,3242,visual,2005,2009,annual,ram,350,total_length,,250,,placental viviparity,27,reef-associated,Bromhead et al 2012,,LF,884,868,244,11,Carcharhinus,falciformis,Silky shark,Carcharhinus,falciformis,Silky shark,silky shark
Carcharhinus longimanus,oceanic whitetip shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.306,917,visual,2005,2009,annual,ram,350,total_length,,541,,placental viviparity,28,pelagic,Bromhead et al 2012,,LF,891,875,244,11,Carcharhinus,longimanus,Oceanic whitetip shark,Carcharhinus,longimanus,Oceanic whitetip shark,oceanic whitetip shark
Prionace glauca,blue shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.196,3452,visual,2005,2009,annual,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Bromhead et al 2012,,LF,914,898,244,11,Prionace,glauca,Blue shark,Prionace,glauca,Blue shark,blue shark
Pteroplatytrygon violacea,pelagic stingray,Dasyatidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.185,501,visual,2005,2009,annual,stationary,80,disk_width,,190.5,,histotrophy,,pelagic,Bromhead et al 2012,,LF,,,,,Pteroplatytrygon,violacea,Pelagic stingray,Pteroplatytrygon,violacea,Pelagic stingray,pelagic stingray
Carcharhinus amblyrhynchos,grey reef shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.5,4,visual,2005,2009,annual,ram,265,total_length,,137.5,,placental viviparity,,reef-associated,Bromhead et al 2012,,LF,,,,,,,,Carcharhinus,amblyrhynchos,Blacktail reef shark,blacktail reef shark
Carcharhinus galapagensis,galapagos shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.25,8,visual,2005,2009,annual,ram,300,total_length,,143,,placental viviparity,,reef-associated,Bromhead et al 2012,,LF,,,,,Carcharhinus,galapagensis,Galapagos shark,Carcharhinus,galapagensis,Galapagos shark,galapagos shark
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.6,10,visual,2005,2009,annual,ram,286,total_length,,70,,placental viviparity,27,reef-associated,Bromhead et al 2012,,LF,890,874,244,11,Carcharhinus,limbatus,Blacktip shark,Carcharhinus,limbatus,Blacktip shark,blacktip shark
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0,1,visual,2005,2009,annual,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Bromhead et al 2012,,LF,896,880,244,11,Carcharhinus,plumbeus,Sandbar shark,Carcharhinus,plumbeus,Sandbar shark,sandbar shark
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.75,5,visual,2005,2009,annual,ram,430,total_length,,521.5,,placental viviparity,26,pelagic,Bromhead et al 2012,,LF,928,912,244,12,,,,Sphyrna,lewini,Scalloped hammerhead,scalloped hammerhead
Sphyrna mokarran,great hammerhead shark,Sphyrnidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.75,3,visual,2005,2009,annual,ram,610,total_length,,150,,placental viviparity,,pelagic,Bromhead et al 2012,,LF,,,,,,,,Sphyrna,mokarran,Great hammerhead,great hammerhead
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.6,5,visual,2005,2009,annual,ram,740,total_length,,556,,placental viviparity,26,benthopelagic,Bromhead et al 2012,,LF,902,886,244,791,Galeocerdo,cuvier,Tiger shark,Galeocerdo,cuvier,Tiger shark,tiger shark
Prionace glauca,blue shark,Carcharhinidae,,longline,circle hooks,research,,,,Pacific,N,,Hawaii,pelagic,post-release survival,0.95,33,blood chemistry,2005,2006,annual,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Moyes et al. 2006,,ND,914,898,244,11,Prionace,glauca,Blue shark,Prionace,glauca,Blue shark,blue shark
Prionace glauca,blue shark,Carcharhinidae,,longline,circle hooks,research,,,,Pacific,N,,Hawaii,pelagic,post-release survival,1,11,satellite tag,2005,2006,annual,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Moyes et al. 2006,,ND,914,898,244,11,Prionace,glauca,Blue shark,Prionace,glauca,Blue shark,blue shark
Prionace glauca,blue shark,Carcharhinidae,,longline,circle hooks,research,,,,Pacific,NE,,California,pelagic,post-release mortality,0.12,17,satellite tag,2002,2004,annual,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Weng et al. 2005,"both mortalities (females [sizes 142, 185 cm]) occurred â€œimmediately after taggin",ND,914,898,244,11,Prionace,glauca,Blue shark,Prionace,glauca,Blue shark,blue shark
Carcharhinus melanopterus,blacktip reef shark,Carcharhinidae,,gillnet,,research,,,,Indian,SE,,Western Australia,coastal,at-vessel mortality,0.38,37,blood chemistry,2017,2017,month,ram,180,total_length,,50,,placental viviparity,,reef-associated,Dapp et al. 2017,"In 34 gill-net deployments with a total fishing duration of 272 h,
  we caught 64 elasmobranchs from six different species",ND,,,,,Carcharhinus,melanopterus,Blacktip reef shark,Carcharhinus,melanopterus,Blacktip reef shark,blacktip reef shark
Carcharhinus cautus,nervous shark,Carcharhinidae,,gillnet,,research,,,,Indian,SE,,Western Australia,coastal,at-vessel mortality,0.66,12,blood chemistry,2017,2017,month,ram,150,total_length,,10,,placental viviparity,,reef-associated,Dapp et al. 2017,"In 34 gill-net deployments with a total fishing duration of 272 h,
  we caught 64 elasmobranchs from six different species",ND,,,,,Carcharhinus,cautus,Nervous shark,Carcharhinus,cautus,Nervous shark,nervous shark
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,gillnet,,research,,,,Indian,SE,,Western Australia,coastal,at-vessel mortality,0.8,5,blood chemistry,2017,2017,month,ram,304,total_length,,100,,placental viviparity,,reef-associated,Dapp et al. 2017,"In 34 gill-net deployments with a total fishing duration of 272 h,
  we caught 64 elasmobranchs from six different species",ND,,,,,Carcharhinus,brevipinna,Spinner shark,Carcharhinus,brevipinna,Spinner shark,spinner shark
Negaprion acutidens,sicklefin lemon shark,Carcharhinidae,,gillnet,,research,,,,Indian,SE,,Western Australia,coastal,at-vessel mortality,0,4,blood chemistry,2017,2017,month,ram,310,total_length,,45,,placental viviparity,,reef-associated,Dapp et al. 2017,"In 34 gill-net deployments with a total fishing duration of 272 h,
  we caught 64 elasmobranchs from six different species",ND,,,,,Negaprion,acutidens,Sicklefin lemon shark,Negaprion,acutidens,Sicklefin lemon shark,sicklefin lemon shark
Rhynchobatus australiae,white spotted guitarfish,Rhinidae,,gillnet,,research,,,,Indian,SE,,Western Australia,coastal,at-vessel mortality,0,4,blood chemistry,2017,2017,month,stationary,300,total_length,,30,,yolk-sac viviparity,,demersal,Dapp et al. 2017,"In 34 gill-net deployments with a total fishing duration of 272 h,
  we caught 64 elasmobranchs from six different species",ND,,,,,,,,Rhynchobatus,australiae,Bottlenose wedgefish,bottlenose wedgefish
Hemigaleus australiensis,australian weasel shark,Hemigaleidae,,gillnet,,research,,,,Indian,SE,,Western Australia,coastal,at-vessel mortality,1,2,blood chemistry,2017,2017,month,stationary,110,total_length,,91,,placental viviparity,,demersal,Dapp et al. 2017,"In 34 gill-net deployments with a total fishing duration of 272 h,
  we caught 64 elasmobranchs from six different species",ND,,,,,Hemigaleus,australiensis,Australian weasel shark,Hemigaleus,australiensis,Australian weasel shark,australian weasel shark
Isurus oxyrinchus,shortfin mako,Lamnidae,,longline,J hooks,research,,,,Pacific,NE,,South California Bight,pelagic,post-release mortality,0.26,149,blood chemistry,1998,2002,sporadic,ram,445,total_length,,375,,oophagy,26,pelagic,Hight et al. 2007,"total captured: 408, tagged: 110, blood analysis: 149",ND,768,752,247,9,Isurus,oxyrinchus,Shortfin mako,Isurus,oxyrinchus,Shortfin mako,shortfin mako
Alopias vulpinus,common thresher,Alopiidae,,longline,circle hooks,research,,,,Pacific,NE,,South California Bight,pelagic,post-release mortality,0.047,43,blood chemistry,1998,2002,sporadic,ram,573.3,total_length,,325,,oophagy,26,pelagic,Hight et al. 2007,"total captured: 45, tagged: 41, blood analysis: 43",ND,2731,2535,247,486,,,,Alopias,vulpinus,Thresher,thresher
Prionace glauca,blue shark,Carcharhinidae,,longline,J and circle hooks,research,,,,Pacific,NE,,South California Bight,pelagic,post-release mortality,0.24,79,blood chemistry,1998,2002,sporadic,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Hight et al. 2009,"total captured: 1341, tagged: 60, blood analysis: 79",ND,914,898,244,11,Prionace,glauca,Blue shark,Prionace,glauca,Blue shark,blue shark
Mustelus antarcticus,gummy sharks,Triakidae,,gillnet,,research,,,,Southern,S,,"Victoria, Australia",coastal,post-release mortality,0.38,30,blood chemistry,2008,2009,sporadic,ram,185.2,total_length,,175.5,,yolk-sac viviparity,,demersal,Frick et al. 2010a,gummy sharks (Mustelus antarcticus) to varying durations of gill-net and longline capture stress for up to 360 min and monitored their condition via repeated blood sampling during a subsequent 72-h recovery period,ND,,,,,,,,Mustelus,antarcticus,Gummy shark,gummy shark
Mustelus antarcticus,gummy sharks,Triakidae,,longline,,research,,,,Southern,S,,"Victoria, Australia",coastal,post-release mortality,0.08,24,blood chemistry,2008,2009,sporadic,ram,185.2,total_length,,175.5,,yolk-sac viviparity,,demersal,Frick et al. 2010a,gummy sharks (Mustelus antarcticus) to varying durations of gill-net and longline capture stress for up to 360 min and monitored their condition via repeated blood sampling during a subsequent 72-h recovery period,ND,,,,,,,,Mustelus,antarcticus,Gummy shark,gummy shark
Mustelus antarcticus,gummy sharks,Triakidae,,trawl,,research,,,,Southern,S,,"Victoria, Australia",coastal,post-release mortality,0.26,41,blood chemistry,2008,2009,sporadic,ram,185.2,total_length,,175.5,,yolk-sac viviparity,,demersal,Frick et al. 2010a,"gummy sharks, Mustelus antarcticus, to trawl capture in a controlled setting to investigate effects of tow duration, exposure to air, and crowding in the codend, and monitored their condition via repeated blood sampling during a 72-h recovery period subsequent to the capture event.",ND,,,,,,,,Mustelus,antarcticus,Gummy shark,gummy shark
Mustelus antarcticus,gummy sharks,Triakidae,,trawl,,research,,,,Southern,S,,"Victoria, Australia",coastal,at-vessel mortality,0.07,24,blood chemistry,2008,2009,sporadic,ram,185.2,total_length,,175.5,,yolk-sac viviparity,,demersal,Frick et al. 2010a,"gummy sharks, Mustelus antarcticus, to trawl capture in a controlled setting to investigate effects of tow duration, exposure to air, and crowding in the codend, and monitored their condition via repeated blood sampling during a 72-h recovery period subsequent to the capture event.",ND,,,,,,,,Mustelus,antarcticus,Gummy shark,gummy shark
Mustelus antarcticus,gummy sharks,Triakidae,,longline,,research,,,,Southern,S,,"Victoria, Australia",coastal,post-release mortality,0.03,93,blood chemistry,2008,2009,sporadic,ram,185.2,total_length,,175.5,,yolk-sac viviparity,,demersal,Frick et al. 2010a,gummy sharks (Mustelus antarcticus) to varying durations of gill-net and longline capture stress for up to 360 min and monitored their condition via repeated blood sampling during a subsequent 72-h recovery period,ND,,,,,,,,Mustelus,antarcticus,Gummy shark,gummy shark
Pseudocarcharias kamoharai,crocodyle shark,Pseudocarchariidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.133,1621,visual,2008,2011,sporadic,ram,122,total_length,,295,,oophagy,,pelagic,Coelho et al 2012,,LF,,,,,,,,Pseudocarcharias,kamoharai,Crocodile shark,crocodile shark
Alopias superciliosus,bigeye thresher shark,Alopiidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.561,1061,visual,2008,2011,sporadic,ram,484,total_length,,361.5,,oophagy,27,pelagic,Coelho et al 2012,,LF,2730,2534,247,486,,,,Alopias,superciliosus,Bigeye thresher,bigeye thresher
Alopias vulpinus,common thresher shark,Alopiidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.667,3,visual,2008,2011,sporadic,ram,573.3,total_length,,325,,oophagy,26,pelagic,Coelho et al 2012,,LF,2731,2535,247,486,,,,Alopias,vulpinus,Thresher,thresher
Isurus oxyrinchus,shortfin mako shark,Lamnidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.356,1414,visual,2008,2011,sporadic,ram,445,total_length,,375,,oophagy,26,pelagic,Coelho et al 2012,,LF,768,752,247,9,,,,Isurus,oxyrinchus,Shortfin mako,shortfin mako
Isurus paucus,longfin majo shark,Lamnidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.307,168,visual,2008,2011,sporadic,ram,427,total_length,,876,,oophagy,28,pelagic,Coelho et al 2012,,LF,769,753,247,9,,,,Isurus,paucus,Longfin mako,longfin mako
Lamna nasus,porbeagle shark,Lamnidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.3,10,visual,2008,2011,sporadic,ram,365,total_length,,904.5,,oophagy,7.5,pelagic,Coelho et al 2012,,LF,103,88,247,9,,,,Lamna,nasus,Porbeagle,porbeagle
Galeorhinus galeus,tope shark,Triakidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0,25,visual,2008,2011,sporadic,ram,199,total_length,,400,,yolk-sac viviparity,18,benthopelagic,Coelho et al 2012,,LF,4830,4642,244,488,Galeorhinus,galeus,Tope shark,Galeorhinus,galeus,Tope shark,tope shark
Carcharhinus altimus,bignose shark,Carcharhinidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.6,11,visual,2008,2011,sporadic,ram,300,total_length,,405,,placental viviparity,,reef-associated,Coelho et al 2012,,LF,,,,,Carcharhinus,altimus,Bignose shark,Carcharhinus,altimus,Bignose shark,bignose shark
Carcharhinus falciformis,silky shark,Carcharhinidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.558,310,visual,2008,2011,sporadic,ram,350,total_length,,250,,placental viviparity,27,reef-associated,Coelho et al 2012,,LF,884,868,244,11,Carcharhinus,falciformis,Silky shark,Carcharhinus,falciformis,Silky shark,silky shark
Carcharhinus longimanus,oceanic whitetip shark,Carcharhinidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.342,281,visual,2008,2011,sporadic,ram,350,total_length,,541,,placental viviparity,28,pelagic,Coelho et al 2012,,LF,891,875,244,11,Carcharhinus,longimanus,Oceanic whitetip shark,Carcharhinus,longimanus,Oceanic whitetip shark,oceanic whitetip shark
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.029,36,visual,2008,2011,sporadic,ram,740,total_length,,556,,placental viviparity,26,benthopelagic,Coelho et al 2012,,LF,902,886,244,791,Galeocerdo,cuvier,Tiger shark,Galeocerdo,cuvier,Tiger shark,tiger shark
Prionace glauca,blue shark,Carcharhinidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.143,30168,visual,2008,2011,sporadic,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Coelho et al 2012,,LF,914,898,244,11,Prionace,glauca,Blue shark,Prionace,glauca,Blue shark,blue shark
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.571,21,visual,2008,2011,sporadic,ram,430,total_length,,521.5,,placental viviparity,26,pelagic,Coelho et al 2012,,LF,928,912,244,12,,,,Sphyrna,lewini,Scalloped hammerhead,scalloped hammerhead
Sphyrna mokarran,great hammerhead shark,Sphyrnidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0,3,visual,2008,2011,sporadic,ram,610,total_length,,150,,placental viviparity,,pelagic,Coelho et al 2012,,LF,,,,,,,,Sphyrna,mokarran,Great hammerhead,great hammerhead
Sphyrna zygaena,smooth hammerhead shark,Sphyrnidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.71,372,visual,2008,2011,sporadic,ram,400,total_length,,100,,placental viviparity,26,pelagic,Coelho et al 2012,,LF,933,917,244,12,,,,Sphyrna,zygaena,Smooth hammerhead,smooth hammerhead
